PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Primacy Type,Primary Source,Activity Status,Deactivation Date,Population Served Count,Rule Name,Violation Code,Violation Type,Violation Category Code,Is Health Based,Contaminant Name,Compliance Period Begin Date,Compliance Period End Date,Compliance Status,RTC Date,Enforcement Action Type Code,Enforcement Action Description,Is Major Violation,Severity Indicator Count,Public Notification Tier,Violation First Reported Date
NC4091010,VANCE CO WATER DISTRICT PHASE 2,Region 4,North Carolina,Community water system,State,Surface water purchased,Active,,"1,070",Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Total Haloacetic Acids (HAA5),01-OCT-2018,31-DEC-2018,Returned to Compliance,01-APR-2019,SIF,State Public Notification received,Y,1,3,25-FEB-2019
NC4091008,VANCE CO WATER DISTRICT PHASE 1,Region 4,North Carolina,Community water system,State,Surface water purchased,Active,,"1,204",Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,TTHM,01-OCT-2018,31-DEC-2018,Returned to Compliance,15-FEB-2019,SIF,State Public Notification received,Y,1,3,25-FEB-2019
NC4091010,VANCE CO WATER DISTRICT PHASE 2,Region 4,North Carolina,Community water system,State,Surface water purchased,Active,,"1,070",Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,TTHM,01-OCT-2018,31-DEC-2018,Returned to Compliance,01-APR-2019,SIF,State Public Notification received,Y,1,3,25-FEB-2019
NC1050043,"DILLSBORO WATER UTILITIES, INC.",Region 4,North Carolina,Community water system,State,Surface water purchased,Active,,37,Lead and Copper Rule,66,Lead Consumer Notice,MR,N,Lead and Copper Rule,01-OCT-2018,,Returned to Compliance,16-MAY-2019,SOX,State Compliance achieved,,,3,20-MAY-2019
NC2060097,HUNTLEY GLEN TOWNHOMES,Region 4,North Carolina,Community water system,State,Surface water purchased,Active,,147,Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,TTHM,01-OCT-2018,31-DEC-2018,Returned to Compliance,01-JAN-2019,SIF,State Public Notification received,Y,1,3,25-FEB-2019
NC2060097,HUNTLEY GLEN TOWNHOMES,Region 4,North Carolina,Community water system,State,Surface water purchased,Active,,147,Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Total Haloacetic Acids (HAA5),01-OCT-2018,31-DEC-2018,Returned to Compliance,01-JAN-2019,SOX,State Compliance achieved,Y,1,3,25-FEB-2019
NC0472417,HARVEY POINT DEFENSE ACTIVITY,Region 4,North Carolina,Non-Transient non-community system,State,Ground water,Active,,355,Stage 2 Disinfectants and Disinfection Byproducts Rule,02,"Maximum Contaminant Level Violation, Average",MCL,Y,TTHM,01-OCT-2018,31-DEC-2018,Returned to Compliance,09-OCT-2019,SOX,State Compliance achieved,,1,2,21-DEC-2018
NC0150461,BLUE RIDGE SCHOOL,Region 4,North Carolina,Non-Transient non-community system,State,Ground water,Active,,350,Lead and Copper Rule,66,Lead Consumer Notice,MR,N,Lead and Copper Rule,01-OCT-2018,,Open,,SFL,State Administrative/Compliance Order without penalty issued,,,3,20-MAY-2019
NC0156436,WEST MARION ELEM SCHOOL,Region 4,North Carolina,Non-Transient non-community system,State,Ground water,Active,,449,Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Total Haloacetic Acids (HAA5),01-OCT-2018,30-SEP-2019,Known,,SIF,State Public Notification received,Y,1,3,14-NOV-2019
NC0156436,WEST MARION ELEM SCHOOL,Region 4,North Carolina,Non-Transient non-community system,State,Ground water,Active,,449,Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,TTHM,01-OCT-2018,30-SEP-2019,Returned to Compliance,21-SEP-2021,SOX,State Compliance achieved,Y,1,3,14-NOV-2019
NC0467555,WHITE STREET INDUSTRIAL PARK,Region 4,North Carolina,Non-Transient non-community system,State,Ground water purchased,Active,,800,Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Total Haloacetic Acids (HAA5),01-OCT-2018,31-DEC-2018,Returned to Compliance,01-OCT-2018,SIE,State Public Notification requested,Y,2,3,25-FEB-2019
NC0467555,WHITE STREET INDUSTRIAL PARK,Region 4,North Carolina,Non-Transient non-community system,State,Ground water purchased,Active,,800,Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,TTHM,01-OCT-2018,31-DEC-2018,Returned to Compliance,01-OCT-2018,SIF,State Public Notification received,Y,2,3,25-FEB-2019
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Dinoseb,01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,29-MAR-2019
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Hexachlorocyclopentadiene,01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,29-MAR-2019
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Carbofuran,01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,29-MAR-2019
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Atrazine,01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,29-MAR-2019
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,LASSO,01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,29-MAR-2019
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Heptachlor,01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,29-MAR-2019
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Heptachlor epoxide,01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,29-MAR-2019
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,"2,4-D",01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,29-MAR-2019
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,"2,4,5-TP",01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,29-MAR-2019
NC0217101,CAROLINA MANOR MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,38,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-OCT-2018,Known,,,,Y,,3,21-DEC-2018
NC0217101,CAROLINA MANOR MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,38,Radionuclides,03,"Monitoring, Regular",MR,N,Combined Uranium,01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,29-MAR-2019
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Radionuclides,03,"Monitoring, Regular",MR,N,Combined Radium (-226 and -228),01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,29-MAR-2019
NC0217101,CAROLINA MANOR MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,38,Radionuclides,03,"Monitoring, Regular",MR,N,Combined Radium (-226 and -228),01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,29-MAR-2019
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Radionuclides,03,"Monitoring, Regular",MR,N,Radium-226,01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,29-MAR-2019
NC0217101,CAROLINA MANOR MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,38,Radionuclides,03,"Monitoring, Regular",MR,N,Radium-226,01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,29-MAR-2019
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Radionuclides,03,"Monitoring, Regular",MR,N,Radium-228,01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,29-MAR-2019
NC0217101,CAROLINA MANOR MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,38,Radionuclides,03,"Monitoring, Regular",MR,N,Radium-228,01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,29-MAR-2019
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Endrin,01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,29-MAR-2019
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,BHC-GAMMA,01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,29-MAR-2019
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Methoxychlor,01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,29-MAR-2019
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Toxaphene,01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,29-MAR-2019
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Dalapon,01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,29-MAR-2019
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Di(2-ethylhexyl) adipate,01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,29-MAR-2019
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,OXAMYL,01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,29-MAR-2019
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Simazine,01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,29-MAR-2019
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Di(2-ethylhexyl) phthalate,01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,29-MAR-2019
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Picloram,01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,29-MAR-2019
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,"trans-1,2-Dichloroethylene",01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,29-MAR-2019
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,"1,2-Dichloroethane",01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,29-MAR-2019
NC0197582,STONE MTN STATE PARK - HUTCHINSON HOMEST,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,25,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-DEC-2018,Returned to Compliance,19-FEB-2019,SOX,State Compliance achieved,Y,,3,25-FEB-2019
NC0326536,GRAYS CREEK BAPTIST CHURCH,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,125,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-DEC-2018,Returned to Compliance,22-JAN-2019,SIF,State Public Notification received,Y,,3,25-FEB-2019
NC0111400,SMOKEY MOUNTAIN DINER,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,150,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-OCT-2018,Returned to Compliance,29-JAN-2019,SIF,State Public Notification received,Y,,3,21-DEC-2018
NC0319482,SILER CITY PENTECOSTAL HOLINESS,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,155,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-DEC-2018,Returned to Compliance,03-JAN-2019,SOX,State Compliance achieved,Y,,3,25-FEB-2019
NC0286574,STATE ROAD FOOD MART,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,25,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-OCT-2018,Known,,,,Y,,3,21-DEC-2018
NC0383410,PINE LAKE CAMPGROUND,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,40,Revised Total Coliform Rule,3B,"Monitoring, Additional Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-OCT-2018,Known,,,,Y,,3,21-DEC-2018
NC0112413,STEEL CREEK PARK,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,500,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-DEC-2018,Known,,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,25-FEB-2019
NC0368483,BERRY`S GROVE BAPTIST CHURCH,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,120,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-DEC-2018,Returned to Compliance,13-FEB-2019,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,25-FEB-2019
NC4092121,PRAISE WORSHIP TABERNACLE,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,25,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-OCT-2018,Known,,,,Y,,3,21-DEC-2018
NC3003009,PINEY CREEK GENERAL STORE,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,25,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,25-FEB-2019
NC3079032,CANNANLAND BAPTIST CHURCH,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,25,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,25-FEB-2019
NC0201415,SHAK`S GRILL,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,60,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,25-FEB-2019
NC4392438,MARIO`S DELI & GRILL,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,30,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-OCT-2018,Known,,,,Y,,3,21-DEC-2018
NC1011012,STOCKTON FARM COUNTRY STORE,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,100,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-DEC-2018,Known,,,,Y,,3,25-FEB-2019
NC0464420,BARNES FARMING CORP MLC  NO 6,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,56,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-OCT-2018,Returned to Compliance,09-SEP-2019,SOX,State Compliance achieved,Y,,3,21-DEC-2018
NC0157122,MOUNTAIN SPRINGS PARK,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,71,Revised Total Coliform Rule,3B,"Monitoring, Additional Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-OCT-2018,Returned to Compliance,04-MAR-2019,SOX,State Compliance achieved,Y,,3,21-DEC-2018
NC0498589,BARNES FARMING CORP MLC  NO 9,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,40,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-OCT-2018,Returned to Compliance,09-SEP-2019,SOX,State Compliance achieved,Y,,3,21-DEC-2018
NC0498588,RICHARD T SHARPE FARM,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,47,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-DEC-2018,Returned to Compliance,28-MAR-2019,SOX,State Compliance achieved,Y,,3,25-FEB-2019
NC0138417,WOLF CREEK GROCERY,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,25,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-DEC-2018,Returned to Compliance,27-JUN-2019,SOX,State Compliance achieved,Y,,3,25-FEB-2019
NC0180756,WATERS EDGE HIGH ROCK LLC,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,25,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-DEC-2018,Returned to Compliance,06-MAR-2019,SOX,State Compliance achieved,Y,,3,25-FEB-2019
NC0464414,BARNES FARMING CORP MLC  NO 1,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,41,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-OCT-2018,Returned to Compliance,09-SEP-2019,SOX,State Compliance achieved,Y,,3,21-DEC-2018
NC0156455,PINNACLE MISSIONARY BAPT CH,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,75,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-DEC-2018,Returned to Compliance,19-MAR-2019,SIF,State Public Notification received,Y,,3,25-FEB-2019
NC0161427,MOUNTAIN HOLLER STEAK & SEAFOOD,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,100,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-DEC-2018,Returned to Compliance,25-MAR-2019,SIF,State Public Notification received,Y,,3,25-FEB-2019
NC1050007,JEHOVAH`S WITNESS KINGDOM,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,80,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-OCT-2018,Returned to Compliance,14-NOV-2018,SIF,State Public Notification received,Y,,3,21-DEC-2018
NC1044028,DOLLAR GENERAL #12247,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,100,Revised Total Coliform Rule,3B,"Monitoring, Additional Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-OCT-2018,Returned to Compliance,25-NOV-2018,SIF,State Public Notification received,N,,3,21-DEC-2018
NC0105511,DOLLAR GENERAL #17263,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,25,Revised Total Coliform Rule,3B,"Monitoring, Additional Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-OCT-2018,Returned to Compliance,04-FEB-2019,SIF,State Public Notification received,N,,3,21-DEC-2018
NC3095040,DOLLAR GENERAL #17616,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,25,Revised Total Coliform Rule,3B,"Monitoring, Additional Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-OCT-2018,Returned to Compliance,04-FEB-2019,SIF,State Public Notification received,N,,3,21-DEC-2018
NC4073024,DOLLAR GENERAL #18090,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,25,Revised Total Coliform Rule,3B,"Monitoring, Additional Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-OCT-2018,Returned to Compliance,31-JAN-2019,SIF,State Public Notification received,N,,3,21-DEC-2018
NC0326683,SHARON BAPTIST CHURCH,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,50,Revised Total Coliform Rule,3B,"Monitoring, Additional Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-OCT-2018,Returned to Compliance,28-NOV-2018,SIF,State Public Notification received,Y,,3,21-DEC-2018
NC0382425,BLACKMANS GROVE CHURCH,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,50,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-DEC-2018,Returned to Compliance,12-FEB-2019,SIF,State Public Notification received,Y,,3,25-FEB-2019
NC1058024,FRENCH BROAD RAFTING,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,50,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-OCT-2018,Returned to Compliance,29-APR-2019,SIF,State Public Notification received,Y,,3,21-DEC-2018
NC0197612,TEMPLE HILL UMC,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,25,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-DEC-2018,Returned to Compliance,03-JAN-2019,SIF,State Public Notification received,Y,,3,25-FEB-2019
NC4098009,HOCUTT FARMS MLC #3,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,60,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-DEC-2018,Returned to Compliance,19-MAR-2019,SIF,State Public Notification received,Y,,3,25-FEB-2019
NC1056020,DEERFIELD LAKE,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,70,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-OCT-2018,Returned to Compliance,07-MAY-2019,SIF,State Public Notification received,Y,,3,21-DEC-2018
NC2055010,BOBBY DAVIS RENTAL PROPERTY,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,25,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-DEC-2018,Returned to Compliance,26-MAR-2019,SIF,State Public Notification received,Y,,3,25-FEB-2019
NC0241667,BRIGHTWOOD CHRISTIAN CHURCH,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,25,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-DEC-2018,Returned to Compliance,05-MAR-2019,SIF,State Public Notification received,Y,,3,25-FEB-2019
NC0122418,SHOOTING CREEK MARKET,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,25,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-OCT-2018,Returned to Compliance,06-NOV-2018,SIF,State Public Notification received,Y,,3,21-DEC-2018
NC0279471,THOMPSONVILLE BAPTIST CHURCH,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,25,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-DEC-2018,Returned to Compliance,06-FEB-2019,SIF,State Public Notification received,Y,,3,25-FEB-2019
NC1088037,CHERRYFIELD CREEK GROUP CAMPGROUND,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,100,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-DEC-2018,Returned to Compliance,28-MAR-2019,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,25-FEB-2019
NC4392454,C-MINI MART  NO 139,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,50,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-DEC-2018,Returned to Compliance,17-JAN-2019,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,25-FEB-2019
NC1000002,CELO UNITED METHODIST CHURCH,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,55,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-DEC-2018,Returned to Compliance,11-FEB-2019,SIF,State Public Notification received,Y,,3,25-FEB-2019
NC0150410,SHAMROCK MOTEL,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,30,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-OCT-2018,Returned to Compliance,19-DEC-2018,SIF,State Public Notification received,Y,,3,21-DEC-2018
NC0326769,CONCORD BAPTIST CHURCH,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,100,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-DEC-2018,Returned to Compliance,29-JAN-2019,SIF,State Public Notification received,Y,,3,25-FEB-2019
NC0241502,PIEDMONT DRAGWAY,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,25,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-DEC-2018,Returned to Compliance,02-APR-2019,SIF,State Public Notification received,Y,,3,25-FEB-2019
NC0150548,JIMMY`S MINI MARKET,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,100,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-DEC-2018,Returned to Compliance,20-MAR-2019,SIF,State Public Notification received,Y,,3,25-FEB-2019
NC0382538,EPISCOPAL FARMWORKER MINISTRY,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,75,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-DEC-2018,Returned to Compliance,22-MAY-2019,SIF,State Public Notification received,Y,,3,25-FEB-2019
NC0195552,MARY`S KITCHEN,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,25,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-OCT-2018,31-DEC-2018,Returned to Compliance,08-JAN-2019,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,25-FEB-2019
